index	duration	f0_median	f0_mean	f0_sd	f0_mean_absolute_slope	f0_minimum	f0_maximum	pulses_number	periods_number	period_mean	period_sd	unvoiced_frames_percent	breaks_number	breaks_degree	jitter_local	jitter_absolute	jitter_rap	jitter_ppq5	jitter_ddp	shimmer_local	shimmer_db	shimmer_apq3	shimmer_apq5	shimmer_apq11	shimmer_dda	mean_autocorrelation	mean_noise_to_harmonics_ratio	mean_harmonics_to_noise_ratio	intensity_mean	intensity_sd
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_This venture, unaided and alone, into the paths of farming as master and not as man, with an advance of sheep not yet paid for, was a critical juncture with Gabriel Oak, and he recognised his position clearly.	15.88000	119.33900	123.86500	27.89200	240.41249	75.76200	293.28400	820	768	0.00810	0.00166	0.5785500	45	0.4967800	0.0283300	0.000229560000000	0.0089800	0.0107400	0.0269500	0.0981100	1.0360000	0.0355800	0.0511100	0.0992900	0.1067400	0.8344670	0.2349200	8.6330000	55.327	15.398
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_The first movement in his new progress was the lambing of his ewes, and sheep having been his speciality from his "youth, he wisely refrained from deputing , the task of tending them at this season to a hireling or a novice.	15.08000	119.39100	124.25300	23.97900	193.73587	87.05800	227.15900	755	717	0.00806	0.00147	0.5940200	37	0.4323100	0.0248800	0.000200522000000	0.0082900	0.0090900	0.0248600	0.0919800	0.9510000	0.0329400	0.0463300	0.0770000	0.0988200	0.8552810	0.2064520	9.7520000	55.618	15.869
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_The wind continued to beat-about the corners of the hut, but the flute-playing ceased.	6.80000	117.15400	125.61600	28.78200	167.07890	89.06300	194.54600	221	205	0.00796	0.00174	0.7282100	14	0.4447800	0.0246400	0.000196111000000	0.0083300	0.0097100	0.0249900	0.1075900	1.1290000	0.0348000	0.0496900	0.0531500	0.1044000	0.8282240	0.2459750	8.7210000	51.207	16.583
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_A rectangular space of light appeared in the side of the hut, and in the opening the outline of Farmer Oak's figure.	8.28000	120.25900	133.47700	36.69500	273.76289	81.22100	286.96700	446	424	0.00748	0.00188	0.5939400	19	0.4145400	0.0289000	0.000216209000000	0.0100600	0.0117800	0.0301700	0.1073700	1.0880000	0.0351500	0.0600300	0.1342500	0.1054400	0.8266120	0.2430940	8.0730000	55.035	16.166
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_He carried a lantern in his hand, and closing the door behind him, came forward and busied himself about this nook of the field for nearly twenty minutes, the lantern light appear- ing and disappearing here and there, and brightening him or darkening him as he stood before or behind it.	19.64000	118.10600	124.69600	27.49000	219.82843	75.39600	281.09700	1060	1001	0.00804	0.00166	0.5594100	53	0.4492800	0.0269700	0.000216784000000	0.0095200	0.0110400	0.0285600	0.1012900	1.0140000	0.0351600	0.0509300	0.1002300	0.1054800	0.8398890	0.2327020	9.0180000	55.257	15.138
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_Oak's motions, though they had a quiet-energy, were slow, and their deliberateness accorded well with his occupation.	9.68000	123.42900	125.40800	28.08800	207.54935	86.07800	243.40200	436	410	0.00799	0.00163	0.6259100	23	0.4917700	0.0309500	0.000247462000000	0.0127700	0.0143300	0.0383100	0.1118700	1.0590000	0.0390000	0.0557500	0.1009400	0.1169900	0.8295670	0.2407720	8.2290000	52.367	16.399
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_Fitness being the basis of beauty, nobody could-have denied that his steady swings and turns" in and- about the flock had elements of grace, Yet, although if occasion demanded he could do or think a thing with as mercurial a dash as can the men of towns who are more to the manner born, his special power, morally, physically, and mentally, was static, owing little or nothing to momentum as a rule.	29.68000	121.82000	126.06400	26.30400	173.69496	87.33100	286.63900	1574	1498	0.00797	0.00148	0.5706600	64	0.5086600	0.0234500	0.000186795000000	0.0088000	0.0102600	0.0264000	0.0940700	0.9510000	0.0337600	0.0495900	0.0802300	0.1012700	0.8682570	0.1887020	10.6420000	55.314	15.680
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_A close examination of the ground hereabout, even by the wan starlight only, revealed how a portion of what would have been casually called a wild slope had been appropriated by Farmer Oak for his great purpose this winter.	16.00000	122.85600	131.04400	32.37900	221.72783	75.30600	257.76300	911	868	0.00764	0.00169	0.5635600	37	0.4465900	0.0254800	0.000194605000000	0.0085200	0.0098800	0.0255600	0.0929400	0.9160000	0.0322700	0.0481500	0.0927200	0.0968000	0.8588340	0.1982500	9.8240000	56.457	15.883
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_Detached hurdles thatched with straw were stuck into the ground at various scattered points, amid and under which the whitish forms of his meek ewes moved and rustled.	11.44000	114.59900	123.00300	27.62700	205.24870	84.89000	243.95200	602	570	0.00817	0.00164	0.5574100	30	0.4633000	0.0260000	0.000212358000000	0.0087500	0.0103500	0.0262600	0.1008200	0.9920000	0.0342800	0.0478600	0.0825500	0.1028500	0.8407420	0.2408650	9.4000000	59.295	13.025
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_The ring of the sheep-bell, which had been silent during his absence, recommenced, in tones that had more mellowness than clearness, owing to an increasing growth of surrounding wool.	12.08000	116.73100	122.95600	28.82900	194.99859	80.38500	248.84000	643	618	0.00813	0.00173	0.5593400	24	0.4524300	0.0261000	0.000212290000000	0.0090500	0.0106100	0.0271600	0.1070100	1.0960000	0.0341300	0.0507800	0.1075900	0.1023900	0.8681970	0.1811400	10.2350000	56.139	14.474
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_This continued till Oak withdrew again from the flock.	4.32000	114.13900	119.99600	27.50300	279.12005	92.06300	250.66000	183	171	0.00840	0.00163	0.6247100	10	0.3043400	0.0267800	0.000224940000000	0.0085400	0.0094700	0.0256300	0.1217100	1.1420000	0.0484500	0.0696500	0.1547900	0.1453600	0.8334700	0.2400300	8.6770000	53.236	15.715
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_He , returned to the hut, bringing in his arms a new-born lamb, consisting of four legs large enough for a full- grown sheep, united by a seemingly inconsiderable mem- brane about half the substance of the legs collectively, which constituted the animal's entire body just at present.	19.48000	125.14800	128.38300	26.44000	229.58689	83.10300	298.57400	1136	1079	0.00781	0.00145	0.5383000	51	0.4720400	0.0228800	0.000178804000000	0.0085300	0.0102700	0.0255900	0.0958100	0.9640000	0.0345400	0.0498800	0.0954900	0.1036100	0.8548130	0.2076990	9.7670000	58.410	14.652
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_The little speck of life he placed on a wisp of hay before the small stove, where a can of milk was simmer- ing.	6.96000	116.44100	122.11300	24.35300	175.63679	87.53500	210.64300	345	328	0.00820	0.00151	0.5800900	15	0.4067200	0.0250700	0.000205648000000	0.0097400	0.0118400	0.0292100	0.1156600	1.1390000	0.0389800	0.0639500	0.1020000	0.1169400	0.8397220	0.2388700	8.8370000	58.351	15.069
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_Oak extinguished the lantern by blowing into it and then pinching the snuff, the cot being lighted by a candle suspended by a twisted wire.	9.32000	119.92700	121.36800	19.69500	177.06023	86.20600	216.19400	459	431	0.00824	0.00128	0.5909600	24	0.6121200	0.0268900	0.000221576000000	0.0092600	0.0102600	0.0277700	0.1100400	1.0300000	0.0414400	0.0561400	0.0862900	0.1243100	0.8341230	0.2450710	8.8880000	56.935	15.042
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_A rather hard couch, formed of a few corn sacks thrown carelessly down, covered half the floor of this little habitation, and here the young man stretched himself along, loosened his woollen cravat, and closed his eyes.	16.96000	115.98800	122.38400	24.93200	193.57163	85.79500	269.64500	817	774	0.00822	0.00149	0.5953900	36	0.5189200	0.0238800	0.000196371000000	0.0083300	0.0094400	0.0249800	0.1041900	1.0240000	0.0387700	0.0534700	0.0955500	0.1163200	0.8430510	0.2288970	9.2570000	56.065	14.801
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_In about the time a person unaccustomed to bodily labour would have decided upon which side to lie, Farmer Oak was asleep.	8.80000	115.23500	118.20700	16.65200	157.54083	86.14500	174.20100	386	366	0.00849	0.00119	0.6305600	18	0.3899700	0.0255500	0.000216976000000	0.0089700	0.0122200	0.0269200	0.1036600	1.1350000	0.0403800	0.0572000	0.1231100	0.1211400	0.8194540	0.2616180	8.0200000	54.757	15.877
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_The inside of the hut, as it now presented itself, was cosy and alluring, and the scarlet handful of fire in addition to the candle, reflecting its own genial colour upon whatever it could reach, flung associations of enjoyment even over utensils and tools.	17.04000	117.66200	127.96800	32.06100	220.89363	85.60000	241.81100	1010	961	0.00782	0.00182	0.5279200	46	0.4613700	0.0268400	0.000209809000000	0.0097200	0.0116900	0.0291700	0.0953400	1.0220000	0.0320400	0.0498500	0.1013400	0.0961200	0.8393820	0.2391510	9.1810000	58.047	14.246
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_In the corner stood the sheep-crook, and along a shelf at one side were ranged bottles and canisters of the simple prepara- tions pertaining to bovine surgery and physic; spirits of wine, turpentine, tar, magnesia, ginger, and castor-oil being the chief.	17.24000	114.47500	121.58900	25.05600	210.90487	84.56100	203.96300	864	818	0.00822	0.00166	0.5764100	44	0.4949300	0.0244400	0.000200922000000	0.0080800	0.0092500	0.0242300	0.0970400	0.9840000	0.0335300	0.0523500	0.1109300	0.1005900	0.8530620	0.2078660	9.4790000	57.039	14.553
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_On a triangular shelf across the corner stood bread, bacon, cheese, and a cup for ale or cider, which was supplied from a flagon beneath.	9.32000	113.96900	117.90000	21.10100	188.71699	89.02400	204.02300	439	415	0.00848	0.00141	0.5888100	23	0.4506500	0.0264700	0.000224464000000	0.0093600	0.0099500	0.0280900	0.0933100	0.9170000	0.0325600	0.0460300	0.0816000	0.0976800	0.8483680	0.2149950	9.2360000	56.228	14.358
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_Beside the provisions lay the flute whose notes had lately been called forth by the lonely watcher to beguile a tedious hour.	8.20000	115.02000	122.68000	28.58200	266.58063	87.60600	298.81400	434	404	0.00821	0.00161	0.5740500	24	0.3687100	0.0274700	0.000225617000000	0.0112100	0.0128900	0.0336200	0.1107700	0.9970000	0.0375500	0.0558700	0.0941900	0.1126400	0.8324750	0.2526130	8.8750000	56.180	15.591
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_The house was ventilated by two round holes, like the lights of a ship's cabin, with wood slides- The lamb, revived by the warmth began to bleat" instant meaning, as expected sounds will.	18.04000	118.81400	124.52000	26.93700	180.43501	86.52600	295.27000	1017	965	0.00806	0.00156	0.5441400	45	0.5609800	0.0231400	0.000186410000000	0.0088200	0.0102900	0.0264600	0.0940200	0.9580000	0.0326900	0.0466600	0.0850000	0.0980700	0.8575980	0.2030630	10.0240000	56.544	15.609
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_Passing from the profoundest sleep to the most alert wakefulness with the same ease that had accompanied the reverse operation, he looked at his watch, found that the hour- hand had shifted again, put on his hat, took the lamb in his arms, and carried it into the darkness.	19.24000	121.06200	127.08200	23.10800	189.91893	89.58600	272.30800	938	888	0.00790	0.00136	0.6033300	46	0.4630900	0.0251400	0.000198653000000	0.0091200	0.0111800	0.0273600	0.0977100	0.9230000	0.0380100	0.0488800	0.0768100	0.1140400	0.8373620	0.2368910	8.9510000	55.864	15.283
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_After placing the little creature with its mother, he stood and carefully examined the sky, to ascertain the time of night from the altitudes of the stars.	10.48000	116.77900	122.34700	24.49800	201.74667	76.04400	220.48600	452	420	0.00823	0.00155	0.6344500	29	0.4742800	0.0275900	0.000226936000000	0.0095900	0.0111300	0.0287800	0.1104900	1.0140000	0.0389700	0.0587700	0.0964700	0.1169200	0.8176300	0.2640250	7.8270000	54.700	15.271
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_The Dog-star and Aldebaran, pointing to the restless Pleiades, were half-way up the Southern sky, and between them hung Orion, which gorgeous constellation never burnt more vividly than now, as it soared forth above the rim of the landscape.	17.08000	118.83800	121.99800	22.51100	167.79265	85.39400	242.94000	995	949	0.00822	0.00141	0.5225800	42	0.5398300	0.0239500	0.000196731000000	0.0087000	0.0101300	0.0261100	0.0929200	0.9270000	0.0355700	0.0467000	0.0862400	0.1067100	0.8537970	0.2078730	9.6010000	58.394	14.636
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_Castor and Pollux will the north-west; far away through the plantation Vega and Cassiopeia's chair stood daintily poised on the uppermost boughs.	20.08000	129.22900	128.82000	22.72700	185.29864	86.35800	294.99100	1143	1094	0.00777	0.00134	0.5566100	46	0.4674400	0.0226600	0.000176111000000	0.0090500	0.0102900	0.0271500	0.0956900	0.9450000	0.0323600	0.0499800	0.1001100	0.0970800	0.8594110	0.2008140	10.0460000	58.566	15.161
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_One o'clock.	1.16000	115.22600	113.12500	12.98400	245.85074	89.89100	133.85600	38	36	0.00887	0.00099	0.7053600	1	0.1022600	0.0315500	0.000279812000000	0.0097300	0.0150800	0.0291800	0.1229500	0.9240000	0.0704000	0.1097400	--undefined--	0.2112000	0.7642470	0.3691340	6.0300000	50.229	16.288
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_said Gabriel.	2.64000	98.29100	97.87800	4.09300	116.64723	89.20000	109.66100	37	34	0.01010	0.00066	0.8467400	2	0.0653100	0.0246800	0.000249171000000	0.0092200	0.0133200	0.0276600	0.1304400	1.3230000	0.0539100	0.0612000	--undefined--	0.1617400	0.8123600	0.2553100	6.9450000	39.872	11.572
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_Being a man not without a frequent consciousness that there was some charm in this life he led, he stood still after looking at the sky as a useful instrument, and regarded it in an appreciative spirit, as a work of art superlatively beautiful.	14.88000	122.44000	128.13500	30.07300	198.93445	81.27800	287.24600	878	829	0.00783	0.00165	0.5414100	43	0.5571500	0.0259800	0.000203535000000	0.0094400	0.0118100	0.0283100	0.1027700	1.0610000	0.0373700	0.0544300	0.1092700	0.1121200	0.8312400	0.2498680	8.8110000	59.245	14.267
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_For a moment he seemed impressed with the speaking loneliness of the scene, or rather with the complete abstraction from all its compass of the sights and sounds of man.	12.92000	121.66500	125.02100	22.17100	181.18421	92.12800	203.10800	566	536	0.00801	0.00138	0.6431300	27	0.4105600	0.0256200	0.000205305000000	0.0096900	0.0110100	0.0290700	0.0989700	1.0570000	0.0356300	0.0505900	0.0938000	0.1068800	0.8400480	0.2386400	9.4560000	54.938	16.120
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_Human shapes,interferences, troubles, and joys were all as if they were not, and there seemed to be on the shaded hemisphere of the globe no sentient being save himself; he could fancy them all gone round to the sunny side.	18.04000	124.45100	131.79400	30.92700	200.51668	82.98800	294.64100	947	902	0.00760	0.00166	0.5902300	38	0.4789000	0.0241100	0.000183288000000	0.0093800	0.0112400	0.0281500	0.0864400	0.9100000	0.0290300	0.0406300	0.0766200	0.0871000	0.8545070	0.2184040	10.4520000	55.797	16.502
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_Occupied this, with eyes stretched afar, Oak gradually per- ceived that what he had previously taken to be a star low down behind the outskirts of the plantation was in reality no such thing.	14.04000	116.27100	129.28600	36.02800	222.11395	81.24300	276.77800	724	681	0.00778	0.00192	0.5931500	37	0.5337900	0.0270100	0.000210089000000	0.0094000	0.0101300	0.0282000	0.0967200	0.8890000	0.0340100	0.0446000	0.0674100	0.1020300	0.8372500	0.2348530	8.7080000	56.759	14.892
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_It was an artificial light, almost close at hand.	3.04000	126.70000	132.58700	40.31900	406.29572	79.49500	291.57200	200	189	0.00758	0.00211	0.4950200	10	0.5055200	0.0302300	0.000229090000000	0.0100200	0.0118500	0.0300700	0.1172900	1.0530000	0.0402200	0.0586900	0.0705400	0.1206600	0.8205010	0.2546300	7.8870000	62.894	9.902
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_To find themselves utterly alone at night where company is desirable and expected makes some people fearful; but a case more trying by far to the nerves is to discover some mysterious companionship when intuition, sensation, memory, analogy, testimony, probability, induction , every kind of evidence in the logician's list , have united to persuade con- sciousness that it is quite in isolation.	28.92000	119.47500	132.31900	33.29400	220.94330	82.28000	287.24300	1512	1431	0.00756	0.00173	0.5970900	78	0.4872600	0.0281100	0.000212586000000	0.0106400	0.0127900	0.0319300	0.0978300	0.9500000	0.0361100	0.0507000	0.0856900	0.1083400	0.8388010	0.2310570	8.9390000	57.235	14.583
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_Farmer Oak went towards the plantation and pushed through its lower boughs to the windy side.	6.16000	115.34300	121.06200	29.21200	212.10307	82.26500	287.36900	323	307	0.00822	0.00178	0.5611700	14	0.3791300	0.0245800	0.000201933000000	0.0086400	0.0104500	0.0259300	0.1079700	1.0290000	0.0376200	0.0572900	0.1084900	0.1128600	0.8530030	0.2120850	9.6180000	57.963	14.328
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_A dim mass under the slope reminded him that a shed occupied a place here, the site being a cutting into the slope of the hill, so that at its back part the roof was almost level with the ground.	12.28000	119.63400	129.28100	30.70800	243.20605	85.04700	263.23300	626	588	0.00774	0.00172	0.5877600	37	0.5415400	0.0322100	0.000249405000000	0.0111600	0.0120400	0.0334700	0.0968600	0.9900000	0.0344600	0.0473800	0.0826800	0.1033700	0.8138640	0.2797490	8.0470000	57.806	14.657
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_In front it was formed of board nailed to posts and covered with tar as a preservative.	6.48000	113.19900	123.82800	32.12900	234.26574	91.94400	282.60700	342	320	0.00810	0.00168	0.5720900	18	0.4042700	0.0254400	0.000206054000000	0.0097400	0.0105100	0.0292100	0.1111400	1.0970000	0.0391900	0.0511000	0.1061800	0.1175700	0.8186090	0.2832270	8.5700000	57.898	14.360
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_Through crevices in the roof and side spread streaks and spots of light, a combination of which made the radiance that had attracted him.	8.44000	123.66400	131.80200	29.31300	255.25753	88.58500	216.42500	426	400	0.00762	0.00163	0.6099900	23	0.4368100	0.0318000	0.000242275000000	0.0106700	0.0126800	0.0320200	0.1047100	1.0270000	0.0365100	0.0483400	0.0875500	0.1095200	0.8200800	0.2682230	8.4680000	58.092	14.832
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_Oak stepped up behind, where,leaning down upon the roof and putting his eye close to a hole, he could see into the interior clearly.	10.20000	119.65500	126.84700	30.55200	245.24567	86.34200	240.40600	562	539	0.00790	0.00180	0.5526100	22	0.3866100	0.0252500	0.000199446000000	0.0082600	0.0084700	0.0247900	0.1055600	0.9620000	0.0360300	0.0538100	0.0953500	0.1081000	0.8456630	0.2146350	9.0010000	54.769	15.877
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_The place contained two women and two cows.	4.48000	121.32200	131.43800	36.15900	263.90875	81.66100	240.50000	189	179	0.00754	0.00200	0.6674200	9	0.3603800	0.0311700	0.000234999000000	0.0083600	0.0098800	0.0250700	0.1040200	1.0370000	0.0331300	0.0553600	0.0891700	0.0993900	0.8261790	0.2502610	8.4700000	50.390	16.884
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_By the side of the latter a steaming bran-mash stood in a bucket.	3.48000	118.67000	126.73100	30.05700	364.80453	88.46500	290.57700	250	238	0.00785	0.00171	0.4231900	10	0.4010200	0.0257800	0.000202316000000	0.0093400	0.0105800	0.0280100	0.1057700	1.0580000	0.0402400	0.0562600	0.1212000	0.1207100	0.8173830	0.2676150	8.2880000	64.779	8.006
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_One of the women was past middle age.	3.56000	120.27700	126.21800	27.68900	323.71841	87.79400	218.49100	145	140	0.00794	0.00159	0.6742200	4	0.0997600	0.0306900	0.000243787000000	0.0109100	0.0127300	0.0327200	0.1229000	1.1350000	0.0520100	0.0757100	0.1096300	0.1560400	0.8347400	0.2301410	8.2670000	48.816	17.078
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_Her companion was ap- parently young and graceful; he could form no decided opinion upon her looks, her position being almost beneath his eye, so that he saw her in a bird's-eye view, as Milton's Satan first saw Paradise.	15.76000	120.93900	130.54100	35.67700	218.40118	83.37100	249.38400	920	878	0.00765	0.00194	0.5378300	39	0.4770700	0.0261100	0.000199847000000	0.0096500	0.0112900	0.0289400	0.0938800	0.9850000	0.0302000	0.0481100	0.0950800	0.0905900	0.8484250	0.2174360	9.6300000	57.852	14.713
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_She wore no bonnet or het, but had enveloped her- self in a large cloak, which was carelessly flung over her head as a covering.	8.88000	130.31700	131.49900	25.40100	241.52075	86.76300	299.79200	435	413	0.00763	0.00141	0.5943500	19	0.3768700	0.0273700	0.000208831000000	0.0094700	0.0110400	0.0284100	0.0972200	0.9270000	0.0328700	0.0548700	0.1076100	0.0986100	0.8427420	0.2248070	9.5680000	55.570	16.755
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_There, now we'll go home,	1.76000	116.91800	127.50900	33.35200	353.03468	87.61600	228.13600	135	134	0.00788	0.00182	0.3930600	0	0	0.0215100	0.000169624000000	0.0060900	0.0089500	0.0182800	0.0722000	0.7700000	0.0343900	0.0391600	0.0624400	0.1031800	0.8714720	0.1659660	9.8080000	57.813	17.101
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_said the elder of the two, resting her knuckles upon her hips, and looking at their goings-on as a whole.	4.16000	109.35500	114.31300	30.85300	356.47708	88.24700	293.06800	314	296	0.00888	0.00156	0.3147700	13	0.3271400	0.0306000	0.000271854000000	0.0120300	0.0153500	0.0360800	0.1311700	1.2280000	0.0509800	0.0731200	0.1042700	0.1529300	0.8366940	0.2393230	8.9890000	64.219	6.559
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_I do hope Daisy will fetch round again now.	3.80000	137.60500	133.69700	28.74700	248.70141	89.46800	193.04000	201	195	0.00749	0.00166	0.6047700	5	0.1159900	0.0227900	0.000170727000000	0.0075400	0.0102200	0.0226300	0.0819900	0.9020000	0.0278300	0.0414500	0.0682800	0.0834800	0.8624260	0.1835230	9.3730000	54.089	17.214
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_I have never been more frightened in my life, but I don't mind break- ing my rest if she recovers.	6.68000	137.40400	146.98500	33.71200	224.30331	84.53200	235.86700	393	381	0.00680	0.00154	0.5954900	10	0.2534700	0.0268500	0.000182528000000	0.0111500	0.0134800	0.0334400	0.0727900	0.7870000	0.0241600	0.0366200	0.0806400	0.0724700	0.8552770	0.2050160	9.8150000	54.789	16.742
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_The young woman, whose eyelids were apparently inclined to fall together on the smallest provocation of silence,yawned in sympathy.	15.72000	112.44600	118.96500	23.15000	194.09061	75.86300	222.00700	782	743	0.00841	0.00147	0.5761600	38	0.4590900	0.0269500	0.000226740000000	0.0100200	0.0116000	0.0300700	0.1064700	1.0500000	0.0387000	0.0537600	0.1056600	0.1161100	0.8564010	0.2019010	9.7180000	57.377	13.779
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_I wish we were rich enough to pay a man to do these things,	3.04000	121.95400	128.80600	35.93700	233.28635	87.43000	269.89600	192	185	0.00774	0.00192	0.4817300	6	0.3553700	0.0211100	0.000163304000000	0.0068000	0.0080700	0.0204100	0.0804100	0.7990000	0.0312200	0.0423200	0.0914200	0.0936700	0.8835880	0.1518660	10.7340000	63.868	11.386
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_she said.	0.56000	105.91800	109.43900	13.49600	212.61958	93.19600	137.03900	30	28	0.00909	0.00115	0.5283000	1	0.2371000	0.0514600	0.000467610000000	0.0235800	0.0275100	0.0707500	0.1641000	1.2280000	0.0597400	0.1186100	0.0356600	0.1792300	0.7403520	0.4571930	5.1790000	59.314	5.964
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_As we are not, we must do them ourselves,	3.12000	137.41200	145.47900	32.12500	328.01844	95.05200	231.68300	169	164	0.00685	0.00144	0.6148900	3	0.1021000	0.0247600	0.000169643000000	0.0086100	0.0104800	0.0258400	0.0698000	0.8110000	0.0247100	0.0334500	0.0543300	0.0741200	0.8440200	0.2312620	9.6120000	52.559	18.742
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_said the other;	0.56000	101.19200	101.60500	6.89500	152.97459	88.13600	111.74600	36	34	0.00981	0.00082	0.3584900	1	0.1156900	0.0295300	0.000289767000000	0.0137200	0.0147700	0.0411700	0.0843300	0.9060000	0.0333900	0.0422900	0.1152400	0.1001800	0.7913240	0.3301450	7.2610000	62.004	5.076
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_for you must help me if you stay.	2.00000	116.07800	131.46200	35.71900	321.93217	82.80800	214.78100	143	140	0.00760	0.00201	0.4467000	2	0.1483800	0.0285800	0.000217271000000	0.0098900	0.0122500	0.0296600	0.0932900	0.9460000	0.0281100	0.0466100	0.1369300	0.0843200	0.8251570	0.2492880	8.2060000	59.029	15.346
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_Well, my hat is gone, however,	3.32000	167.41900	169.98400	39.49700	337.78281	110.68000	240.07200	222	217	0.00591	0.00140	0.5987800	3	0.0787900	0.0182300	0.000107771000000	0.0056600	0.0069500	0.0169800	0.0597800	0.7000000	0.0234500	0.0305600	0.0509300	0.0703500	0.8878310	0.1436510	10.7430000	54.198	17.233
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_continued the younger.	1.20000	103.26600	108.73500	13.07300	176.96849	92.22400	150.17100	71	68	0.00916	0.00103	0.4396600	2	0.1080000	0.0223500	0.000204814000000	0.0091100	0.0113900	0.0273300	0.1186100	1.1370000	0.0447800	0.0667200	0.1180100	0.1343500	0.8693030	0.1727180	9.9160000	58.508	6.754
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_It went over the hedge, I think.	2.76000	170.28000	164.14900	33.00300	395.31796	91.03500	226.38200	156	150	0.00611	0.00134	0.6446900	3	0.0690900	0.0258000	0.000157511000000	0.0095700	0.0110400	0.0287000	0.1029000	0.9880000	0.0366800	0.0524600	0.1121100	0.1100500	0.8191800	0.2604240	7.7680000	51.245	16.925
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_The idea of such a slight wind catching it.	2.40000	114.93900	130.15000	41.89200	186.65992	93.32400	233.93000	157	149	0.00769	0.00217	0.4830500	7	0.4393600	0.0266900	0.000205287000000	0.0108700	0.0118600	0.0326100	0.1443200	1.3270000	0.0613000	0.0866900	0.1631000	0.1839000	0.8273370	0.2464960	8.0450000	63.600	8.685
far_from_the_madding_crowd_02_-_night--the_flock--an_interior--another_interior_The cow standing erect was of the Devon breed, and was encased in a tight warm hide of rich Indian red, as absolutely uniform from eyes to tail as if the animal had been dipped in a dye of that colour, her long back being mathematically level.	17.32000	121.40100	127.49200	27.44400	225.97494	87.35200	282.67700	1062	1017	0.00786	0.00152	0.5089600	44	0.3981100	0.0276400	0.000217309000000	0.0103700	0.0121300	0.0311100	0.1055600	1.0280000	0.0390000	0.0578000	0.1145200	0.1170100	0.8387110	0.2339530	9.1350000	56.839	14.627
